"Year","Sector","Month","Sex","C_Length"
2012.00,"Sector_1",10,"O",105.80
2012.00,"Sector_1",10,"O",111.59
2012.00,"Sector_1",10,"O",139.28
2012.00,"Sector_1",10,"F",116.70
2012.00,"Sector_1",10,"O",104.40
2012.00,"Sector_1",10,"O",111.81
2012.00,"Sector_1",10,"O",115.65
2012.00,"Sector_1",10,"F",106.78
2012.00,"Sector_1",10,"O",113.85
2012.00,"Sector_1",10,"O",118.16
2012.00,"Sector_1",10,"O",116.87
2012.00,"Sector_1",10,"O",112.77
2012.00,"Sector_1",10,"O",115.68
2012.00,"Sector_1",10,"O",121.38
2012.00,"Sector_1",10,"O",103.38
2012.00,"Sector_1",10,"F",117.59
2012.00,"Sector_1",10,"F",110.88
2012.00,"Sector_1",10,"F",118.60
2012.00,"Sector_1",10,"F",91.60
2012.00,"Sector_1",10,"F",94.80
2012.00,"Sector_1",10,"O",109.10
2012.00,"Sector_1",10,"F",110.13
2012.00,"Sector_1",10,"O",98.33
2012.00,"Sector_1",10,"F",99.38
2012.00,"Sector_1",10,"F",102.54
2012.00,"Sector_1",10,"F",105.31
2012.00,"Sector_1",10,"O",110.91
2012.00,"Sector_1",10,"F",101.98
2012.00,"Sector_1",10,"F",108.36
2012.00,"Sector_1",10,"F",119.55
2012.00,"Sector_1",10,"F",108.84
2012.00,"Sector_1",10,"F",114.12
2012.00,"Sector_1",10,"O",110.04
2012.00,"Sector_1",10,"O",102.43
2012.00,"Sector_1",10,"O",89.36
2012.00,"Sector_1",10,"F",93.61
2012.00,"Sector_1",10,"F",112.07
2012.00,"Sector_1",10,"O",102.33
2012.00,"Sector_1",10,"F",103.20
2012.00,"Sector_1",10,"F",115.82
2012.00,"Sector_1",10,"F",108.88
2012.00,"Sector_1",10,"F",116.59
2012.00,"Sector_1",10,"F",110.01
2012.00,"Sector_1",10,"O",107.57
2012.00,"Sector_1",10,"F",85.52
2012.00,"Sector_1",10,"O",101.06
2012.00,"Sector_1",10,"O",110.49
2012.00,"Sector_1",10,"O",101.45
2012.00,"Sector_1",10,"F",115.03
2012.00,"Sector_1",10,"F",112.97
2012.00,"Sector_1",10,"F",105.48
2012.00,"Sector_1",10,"F",102.24
2012.00,"Sector_1",10,"F",108.17
2012.00,"Sector_1",10,"O",109.40
2012.00,"Sector_1",10,"O",101.38
2012.00,"Sector_1",10,"O",110.72
2012.00,"Sector_1",10,"O",104.70
2012.00,"Sector_1",10,"F",92.50
2012.00,"Sector_1",10,"O",113.80
2012.00,"Sector_1",10,"O",107.90
2012.00,"Sector_1",10,"O",101.30
2012.00,"Sector_1",10,"F",109.80
2012.00,"Sector_1",10,"O",102.80
2012.00,"Sector_1",10,"F",99.70
2012.00,"Sector_1",10,"O",102.90
2012.00,"Sector_1",10,"O",105.10
2012.00,"Sector_1",10,"O",99.00
2012.00,"Sector_1",10,"O",105.70
2012.00,"Sector_1",10,"F",96.00
2012.00,"Sector_1",10,"F",93.50
2012.00,"Sector_1",10,"F",93.60
2012.00,"Sector_1",10,"F",95.20
2012.00,"Sector_1",10,"O",107.10
2012.00,"Sector_1",10,"F",100.20
2012.00,"Sector_1",11,"O",112.34
2012.00,"Sector_1",11,"O",110.11
2012.00,"Sector_1",11,"F",115.41
2012.00,"Sector_1",11,"O",112.51
2012.00,"Sector_1",11,"F",109.46
2012.00,"Sector_1",11,"F",103.50
2012.00,"Sector_1",11,"F",115.01
2012.00,"Sector_1",11,"O",97.38
2012.00,"Sector_1",11,"O",98.58
2012.00,"Sector_1",11,"O",110.86
2012.00,"Sector_1",11,"O",112.54
2012.00,"Sector_1",11,"O",98.48
2012.00,"Sector_1",11,"F",135.56
2012.00,"Sector_1",11,"F",106.48
2012.00,"Sector_1",11,"F",101.33
2012.00,"Sector_1",11,"O",101.71
2012.00,"Sector_1",11,"F",125.69
2012.00,"Sector_1",11,"F",99.48
2012.00,"Sector_1",11,"F",110.56
2012.00,"Sector_1",11,"F",113.93
2012.00,"Sector_1",11,"F",116.58
2012.00,"Sector_1",11,"F",123.28
2012.00,"Sector_1",11,"F",98.38
2012.00,"Sector_1",11,"O",103.10
2012.00,"Sector_1",11,"O",109.87
2012.00,"Sector_1",11,"O",111.22
2012.00,"Sector_1",11,"F",103.56
2012.00,"Sector_1",11,"O",95.82
2012.00,"Sector_1",11,"F",99.39
2012.00,"Sector_1",11,"F",110.78
2012.00,"Sector_1",11,"O",129.80
2012.00,"Sector_1",11,"F",102.00
2012.00,"Sector_1",11,"O",102.90
2012.00,"Sector_1",11,"O",99.30
2012.00,"Sector_1",11,"O",100.20
2012.00,"Sector_1",11,"O",101.70
2012.00,"Sector_1",11,"O",105.90
2012.00,"Sector_1",11,"O",89.40
2012.00,"Sector_1",11,"O",104.00
2012.00,"Sector_1",11,"F",100.60
2012.00,"Sector_1",11,"O",100.30
2012.00,"Sector_1",10,"O",94.90
2012.00,"Sector_1",10,"F",115.10
2012.00,"Sector_1",10,"O",113.60
2012.00,"Sector_1",10,"O",106.80
2012.00,"Sector_1",10,"F",113.10
2012.00,"Sector_1",10,"F",123.10
2012.00,"Sector_1",10,"O",95.50
2012.00,"Sector_1",10,"F",104.70
2012.00,"Sector_1",10,"F",111.00
2012.00,"Sector_1",10,"F",112.80
2012.00,"Sector_1",10,"F",112.20
2012.00,"Sector_1",10,"F",108.60
2012.00,"Sector_1",10,"F",113.70
2012.00,"Sector_1",10,"O",112.70
2012.00,"Sector_1",10,"F",110.60
2012.00,"Sector_1",10,"O",109.10
2012.00,"Sector_1",10,"F",110.40
2012.00,"Sector_1",10,"O",112.50
2012.00,"Sector_1",10,"F",115.00
2012.00,"Sector_1",10,"F",106.30
2012.00,"Sector_1",10,"O",103.00
2012.00,"Sector_1",10,"F",109.80
2012.00,"Sector_1",10,"O",107.40
2012.00,"Sector_1",10,"F",112.80
2012.00,"Sector_1",10,"F",101.10
2012.00,"Sector_1",10,"F",115.30
2012.00,"Sector_1",10,"O",95.30
2012.00,"Sector_1",10,"O",102.50
2012.00,"Sector_1",10,"O",98.00
2012.00,"Sector_1",10,"O",107.60
2012.00,"Sector_1",10,"O",96.90
2012.00,"Sector_1",10,"O",109.50
2012.00,"Sector_1",10,"F",122.30
2012.00,"Sector_1",10,"O",104.40
2012.00,"Sector_1",10,"O",112.00
2012.00,"Sector_1",10,"F",101.10
2012.00,"Sector_1",10,"F",117.40
2012.00,"Sector_1",10,"O",105.00
2012.00,"Sector_1",10,"O",105.20
2012.00,"Sector_1",10,"F",109.40
2012.00,"Sector_1",10,"O",104.70
2012.00,"Sector_1",10,"O",110.80
2012.00,"Sector_1",10,"O",104.90
2012.00,"Sector_1",10,"O",107.80
2012.00,"Sector_1",10,"O",114.10
2012.00,"Sector_1",10,"F",102.60
2012.00,"Sector_1",10,"F",109.40
2012.00,"Sector_1",10,"F",115.80
2012.00,"Sector_1",10,"O",110.40
2012.00,"Sector_1",10,"O",111.80
2012.00,"Sector_1",10,"F",107.50
2012.00,"Sector_1",10,"F",104.70
2012.00,"Sector_1",10,"F",97.90
2012.00,"Sector_1",10,"O",108.80
2012.00,"Sector_1",10,"F",116.20
2012.00,"Sector_1",10,"F",110.50
2012.00,"Sector_1",10,"F",115.00
2012.00,"Sector_1",10,"F",110.40
2012.00,"Sector_1",10,"F",105.30
2012.00,"Sector_1",10,"F",111.10
2012.00,"Sector_1",10,"F",111.40
2012.00,"Sector_1",10,"F",105.90
2012.00,"Sector_1",10,"F",115.00
2012.00,"Sector_1",10,"F",114.30
2012.00,"Sector_1",10,"F",110.10
2012.00,"Sector_1",10,"F",107.10
2012.00,"Sector_1",10,"F",107.40
2012.00,"Sector_1",10,"F",99.10
2012.00,"Sector_1",10,"F",98.40
2012.00,"Sector_1",10,"F",106.80
2012.00,"Sector_1",10,"F",109.70
2012.00,"Sector_1",10,"F",117.00
2012.00,"Sector_1",10,"F",121.20
2012.00,"Sector_1",11,"O",109.30
2012.00,"Sector_1",11,"O",98.50
2012.00,"Sector_1",11,"O",111.90
2012.00,"Sector_1",11,"F",103.90
2012.00,"Sector_1",11,"F",106.10
2012.00,"Sector_1",11,"O",93.50
2012.00,"Sector_1",11,"F",114.50
2012.00,"Sector_1",11,"F",81.80
2012.00,"Sector_1",11,"O",108.40
2012.00,"Sector_1",11,"O",111.30
2012.00,"Sector_1",11,"O",106.80
2012.00,"Sector_1",11,"F",103.90
2012.00,"Sector_1",11,"O",97.30
2012.00,"Sector_1",11,"O",106.40
2012.00,"Sector_1",11,"O",100.10
2012.00,"Sector_1",11,"O",111.70
2012.00,"Sector_1",11,"O",111.80
2012.00,"Sector_1",11,"O",111.90
2012.00,"Sector_1",11,"O",111.40
2012.00,"Sector_1",11,"F",105.30
2012.00,"Sector_1",11,"O",115.60
2012.00,"Sector_1",11,"O",93.60
2012.00,"Sector_1",11,"F",105.20
2012.00,"Sector_1",11,"F",90.00
2012.00,"Sector_1",11,"F",92.70
2012.00,"Sector_1",11,"F",35.90
2012.00,"Sector_1",11,"O",96.60
2012.00,"Sector_1",11,"O",107.20
2012.00,"Sector_1",11,"F",109.40
2012.00,"Sector_1",11,"O",113.30
2012.00,"Sector_1",11,"F",103.60
2012.00,"Sector_1",11,"F",86.70
2012.00,"Sector_1",11,"O",102.70
2012.00,"Sector_1",11,"F",108.90
2012.00,"Sector_1",11,"F",106.90
2012.00,"Sector_1",10,"F",117.80
2012.00,"Sector_1",10,"O",110.15
2012.00,"Sector_1",10,"O",92.60
2012.00,"Sector_1",10,"O",104.27
2012.00,"Sector_1",10,"O",101.25
2012.00,"Sector_1",10,"F",115.76
2012.00,"Sector_1",10,"F",113.40
2012.00,"Sector_1",10,"F",92.50
2012.00,"Sector_1",10,"O",94.30
2012.00,"Sector_1",10,"O",107.90
2012.00,"Sector_1",10,"O",94.60
2012.00,"Sector_1",10,"O",106.70
2012.00,"Sector_1",10,"F",99.90
2012.00,"Sector_1",10,"O",93.20
2012.00,"Sector_1",10,"O",96.60
2012.00,"Sector_1",10,"O",95.20
2012.00,"Sector_1",10,"O",111.70
2012.00,"Sector_1",10,"O",107.00
2012.00,"Sector_1",10,"O",111.20
2012.00,"Sector_1",10,"O",100.80
2012.00,"Sector_1",10,"F",102.40
2012.00,"Sector_1",10,"O",112.20
2012.00,"Sector_1",10,"F",108.70
2012.00,"Sector_1",10,"O",106.30
2012.00,"Sector_1",10,"F",115.10
2012.00,"Sector_1",10,"O",105.50
2012.00,"Sector_1",10,"O",96.60
2012.00,"Sector_1",10,"O",111.40
2012.00,"Sector_1",10,"O",95.30
2012.00,"Sector_1",10,"O",108.80
2012.00,"Sector_1",10,"F",112.70
2012.00,"Sector_1",10,"O",111.30
2012.00,"Sector_1",10,"F",114.60
2012.00,"Sector_1",10,"F",106.80
2012.00,"Sector_1",10,"O",103.30
2012.00,"Sector_1",10,"F",115.10
2012.00,"Sector_1",10,"O",101.20
2012.00,"Sector_1",10,"F",128.00
2012.00,"Sector_1",10,"F",104.40
2012.00,"Sector_1",10,"F",114.70
2012.00,"Sector_1",10,"O",103.70
2012.00,"Sector_1",10,"O",109.90
2012.00,"Sector_1",10,"F",107.60
2012.00,"Sector_1",10,"F",81.20
2012.00,"Sector_1",10,"F",129.80
2012.00,"Sector_1",10,"O",111.80
2012.00,"Sector_1",10,"O",108.70
2012.00,"Sector_1",10,"F",64.60
2012.00,"Sector_1",11,"F",109.40
2012.00,"Sector_1",11,"F",86.10
2012.00,"Sector_1",11,"O",92.50
2012.00,"Sector_1",11,"F",103.90
2012.00,"Sector_1",11,"F",82.50
2012.00,"Sector_1",11,"F",86.70
2012.00,"Sector_1",10,"O",107.90
2012.00,"Sector_1",10,"F",123.80
2012.00,"Sector_1",10,"F",111.00
2012.00,"Sector_1",10,"F",106.10
2012.00,"Sector_1",10,"O",115.10
2012.00,"Sector_1",10,"O",99.70
2012.00,"Sector_1",10,"F",106.60
2012.00,"Sector_1",10,"F",105.90
2012.00,"Sector_1",10,"O",94.90
2012.00,"Sector_1",10,"F",84.60
2012.00,"Sector_1",10,"O",90.70
2012.00,"Sector_1",10,"F",111.10
2012.00,"Sector_1",10,"O",110.20
2012.00,"Sector_1",10,"O",101.10
2012.00,"Sector_1",10,"O",110.50
2012.00,"Sector_1",10,"F",115.80
2012.00,"Sector_1",10,"F",109.90
2012.00,"Sector_1",10,"O",102.10
2012.00,"Sector_1",10,"F",86.40
2012.00,"Sector_1",10,"F",83.20
2012.00,"Sector_1",10,"F",94.30
2012.00,"Sector_1",10,"O",107.10
2012.00,"Sector_1",11,"F",103.00
2012.00,"Sector_1",10,"F",78.70
2012.00,"Sector_1",10,"F",86.90
2012.00,"Sector_1",10,"F",93.50
2012.00,"Sector_1",10,"O",97.20
2012.00,"Sector_1",10,"F",100.40
2012.00,"Sector_1",10,"O",99.60
2012.00,"Sector_1",10,"O",99.60
2012.00,"Sector_1",10,"F",79.00
2012.00,"Sector_1",10,"F",76.50
2012.00,"Sector_1",10,"F",95.20
2012.00,"Sector_1",10,"O",112.90
2012.00,"Sector_1",10,"O",101.60
2012.00,"Sector_1",10,"O",102.70
2012.00,"Sector_1",10,"F",95.00
2012.00,"Sector_1",10,"O",105.50
2012.00,"Sector_1",10,"O",112.50
2012.00,"Sector_1",10,"O",94.80
2012.00,"Sector_1",10,"F",95.30
2012.00,"Sector_1",10,"O",89.50
2012.00,"Sector_1",10,"O",86.50
2012.00,"Sector_1",10,"O",86.10
2012.00,"Sector_1",10,"O",93.20
2012.00,"Sector_1",10,"O",98.90
2012.00,"Sector_1",10,"O",93.30
2012.00,"Sector_1",10,"O",111.00
2012.00,"Sector_1",10,"O",82.50
2012.00,"Sector_1",10,"O",93.00
2012.00,"Sector_1",10,"O",103.00
2012.00,"Sector_1",10,"O",92.00
2012.00,"Sector_1",10,"O",81.50
2012.00,"Sector_1",10,"O",104.80
2012.00,"Sector_1",10,"O",107.90
2012.00,"Sector_1",10,"F",123.90
2012.00,"Sector_1",10,"O",96.70
2012.00,"Sector_1",10,"O",100.90
2012.00,"Sector_1",10,"F",127.10
2012.00,"Sector_1",10,"O",111.70
2012.00,"Sector_1",10,"F",124.00
2012.00,"Sector_1",10,"O",107.60
2012.00,"Sector_1",10,"F",103.90
2012.00,"Sector_1",10,"F",114.90
2012.00,"Sector_1",10,"F",98.90
2012.00,"Sector_1",10,"F",105.20
2012.00,"Sector_1",10,"F",136.50
2012.00,"Sector_1",10,"F",107.20
2012.00,"Sector_1",10,"O",100.40
2012.00,"Sector_1",10,"F",93.70
2012.00,"Sector_1",10,"O",90.90
2012.00,"Sector_1",10,"F",104.70
2012.00,"Sector_1",10,"F",108.80
2012.00,"Sector_1",10,"O",110.30
2012.00,"Sector_1",10,"O",101.60
2012.00,"Sector_1",10,"F",116.80
2012.00,"Sector_1",10,"F",133.20
2012.00,"Sector_1",10,"F",117.70
2012.00,"Sector_1",10,"F",112.40
2012.00,"Sector_1",10,"O",110.50
2012.00,"Sector_1",10,"O",110.70
2012.00,"Sector_1",10,"O",99.60
2012.00,"Sector_1",10,"F",114.50
2012.00,"Sector_1",10,"F",111.40
2012.00,"Sector_1",10,"F",114.00
2012.00,"Sector_1",10,"F",107.40
2012.00,"Sector_1",10,"F",104.50
2012.00,"Sector_1",10,"O",87.90
2012.00,"Sector_1",10,"O",103.40
2012.00,"Sector_1",10,"F",114.60
2012.00,"Sector_1",10,"F",128.90
2012.00,"Sector_1",10,"F",113.40
2012.00,"Sector_1",10,"F",108.30
2012.00,"Sector_1",10,"O",94.00
2012.00,"Sector_1",10,"F",110.40
2012.00,"Sector_1",10,"F",113.20
2012.00,"Sector_1",10,"F",106.60
2012.00,"Sector_1",12,"O",98.24
2012.00,"Sector_1",12,"F",116.18
2012.00,"Sector_1",12,"O",101.27
2012.00,"Sector_1",12,"O",92.42
2012.00,"Sector_1",12,"O",91.30
2012.00,"Sector_1",12,"O",94.64
2012.00,"Sector_1",12,"F",83.77
2012.00,"Sector_1",12,"F",81.81
2012.00,"Sector_1",12,"F",85.52
2012.00,"Sector_1",12,"F",110.83
2012.00,"Sector_1",12,"O",109.31
2012.00,"Sector_1",12,"O",105.42
2012.00,"Sector_1",12,"O",100.02
2012.00,"Sector_1",12,"F",90.50
2012.00,"Sector_1",12,"F",94.96
